state,date,cumul_cases,cumul_deaths
HI,2020-09-13,10722,97
HI,2020-09-14,10834,99
HI,2020-09-15,10913,99
HI,2020-09-16,10978,100
HI,2020-09-17,11080,103
HI,2020-09-18,11239,107
HI,2020-09-19,11376,120
HI,2020-09-20,11485,120
HI,2020-09-21,11562,120
HI,2020-09-22,11618,120
HI,2020-09-23,11681,120
HI,2020-09-24,11848,122
HI,2020-09-25,11938,124
HI,2020-09-26,12070,127
HI,2020-09-27,12197,131
HI,2020-09-28,12295,132
HI,2020-09-29,12382,132
HI,2020-09-30,12469,132
HI,2020-10-01,12589,136
HI,2020-10-02,12694,139
HI,2020-10-03,12788,142
HI,2020-10-04,12921,153
HI,2020-10-05,12991,156
HI,2020-10-06,13041,157
HI,2020-10-07,13124,160
HI,2020-10-08,13232,163
HI,2020-10-09,13333,164
HI,2020-10-10,13498,166
HI,2020-10-11,13569,168
HI,2020-10-12,13670,169
HI,2020-10-13,13712,169
HI,2020-10-14,13773,173
HI,2020-10-15,13872,183
HI,2020-10-16,13962,184
HI,2020-10-17,14047,185
HI,2020-10-18,14143,186
HI,2020-10-19,14225,187
HI,2020-10-20,14262,187
HI,2020-10-21,14350,189
HI,2020-10-22,14427,203
HI,2020-10-23,14529,206
HI,2020-10-24,14669,209
HI,2020-10-25,14758,212
HI,2020-10-26,14877,212
HI,2020-10-27,14914,212
HI,2020-10-28,14978,215
HI,2020-10-29,15039,213
HI,2020-10-30,15116,215
HI,2020-10-31,15216,216
HI,2020-11-01,15284,219
HI,2020-11-02,15367,219
HI,2020-11-03,15444,219
HI,2020-11-04,15531,219
HI,2020-11-05,15686,219
HI,2020-11-06,15785,219
HI,2020-11-07,15923,219
HI,2020-11-08,16051,220
HI,2020-11-09,16179,221
HI,2020-11-10,16242,221
HI,2020-11-11,16320,222
HI,2020-11-12,16437,222
HI,2020-11-13,16534,222
HI,2020-11-14,16652,222
HI,2020-11-15,16759,222
HI,2020-11-16,16853,222
HI,2020-11-17,16905,222
HI,2020-11-18,16974,223
HI,2020-11-19,17081,223
HI,2020-11-20,17199,224
HI,2020-11-21,17361,231
HI,2020-11-22,17483,233
HI,2020-11-23,17596,233
HI,2020-11-24,17656,233
HI,2020-11-25,17764,235
HI,2020-11-26,17881,237
HI,2020-11-27,18006,240
HI,2020-11-28,18082,240
HI,2020-11-29,18138,244
HI,2020-11-30,18223,244
HI,2020-12-01,18266,244
HI,2020-12-02,18342,244
HI,2020-12-03,18484,246
HI,2020-12-04,18605,256
HI,2020-12-05,18738,261
HI,2020-12-06,18842,262
HI,2020-12-07,18923,262
HI,2020-12-08,18976,262
HI,2020-12-09,19056,266
HI,2020-12-10,19179,268
HI,2020-12-11,19315,269
HI,2020-12-12,19512,271
HI,2020-12-13,19599,274
HI,2020-12-14,19788,274
HI,2020-12-15,19844,274
HI,2020-12-16,19954,278
HI,2020-12-17,20095,280
HI,2020-12-18,20257,281
HI,2020-12-19,20413,281
HI,2020-12-20,20615,282
HI,2020-12-21,20749,282
HI,2020-12-22,20815,282
HI,2020-12-23,20920,285
HI,2020-12-24,21048,285
HI,2020-12-25,21204,285
HI,2020-12-26,21323,285
HI,2020-12-27,21418,285
HI,2020-12-28,21463,285
HI,2020-12-29,21538,285
HI,2020-12-30,21644,285
HI,2020-12-31,21832,288
HI,2021-01-01,22120,289
HI,2021-01-02,22289,289
HI,2021-01-03,22438,289
HI,2021-01-04,22527,289
HI,2021-01-05,22650,289
HI,2021-01-06,22792,299
HI,2021-01-07,23113,299
HI,2021-01-08,23421,303
HI,2021-01-09,23669,307
HI,2021-01-10,23867,309
HI,2021-01-11,24039,309
HI,2021-01-12,24153,309
HI,2021-01-13,24259,312
HI,2021-01-14,24434,318
HI,2021-01-15,24584,318
HI,2021-01-16,24813,320
HI,2021-01-17,24943,322
HI,2021-01-18,25072,322
HI,2021-01-19,25136,324
HI,2021-01-20,25210,325
HI,2021-01-21,25329,328
HI,2021-01-22,25498,332
HI,2021-01-23,25631,336
HI,2021-01-24,25782,342
HI,2021-01-25,25903,342
HI,2021-01-26,25967,401
HI,2021-01-27,26070,404
HI,2021-01-28,26169,406
HI,2021-01-29,26321,407
HI,2021-01-30,26436,407
HI,2021-01-31,26518,410
HI,2021-02-01,26608,410
HI,2021-02-02,26672,410
HI,2021-02-03,26746,414
HI,2021-02-04,26852,416
HI,2021-02-05,26981,416
HI,2021-02-06,27088,416
HI,2021-02-07,27163,418
HI,2021-02-08,27195,418
HI,2021-02-09,27226,418
HI,2021-02-10,27279,423
HI,2021-02-11,27370,424
HI,2021-02-12,27460,425
HI,2021-02-13,27527,425
HI,2021-02-14,27573,426
HI,2021-02-15,27606,426
HI,2021-02-16,27623,426
HI,2021-02-17,27652,427
HI,2021-02-18,27717,428
HI,2021-02-19,27778,430
HI,2021-02-20,27837,430
HI,2021-02-21,27904,431
HI,2021-02-22,27953,431
HI,2021-02-23,28000,431
HI,2021-02-24,28050,435
HI,2021-02-25,28088,435
HI,2021-02-26,28166,437
HI,2021-02-27,28270,439
HI,2021-02-28,28326,439
HI,2021-03-01,28355,439
HI,2021-03-02,28390,439
HI,2021-03-03,28407,441
HI,2021-03-04,28466,441
HI,2021-03-05,28561,443
HI,2021-03-06,28646,444
HI,2021-03-07,28699,445
IA,2020-03-06,0,0
IA,2020-03-07,0,0
IA,2020-03-08,0,0
IA,2020-03-09,3,0
IA,2020-03-10,8,0
IA,2020-03-11,13,0
IA,2020-03-12,14,0
IA,2020-03-13,16,0
IA,2020-03-14,17,0
IA,2020-03-15,18,0
IA,2020-03-16,22,0
IA,2020-03-17,23,0
IA,2020-03-18,29,0
IA,2020-03-19,38,0
IA,2020-03-20,45,0
IA,2020-03-21,68,0
IA,2020-03-22,90,0
IA,2020-03-23,105,0
IA,2020-03-24,124,0
IA,2020-03-25,145,1
IA,2020-03-26,179,1
IA,2020-03-27,235,3
IA,2020-03-28,298,3
IA,2020-03-29,336,4
IA,2020-03-30,424,6
IA,2020-03-31,497,7
IA,2020-04-01,549,9
IA,2020-04-02,614,11
IA,2020-04-03,699,11
IA,2020-04-04,786,14
IA,2020-04-05,868,22
IA,2020-04-06,946,25
IA,2020-04-07,1048,26
IA,2020-04-08,1145,27
IA,2020-04-09,1270,29
IA,2020-04-10,1388,31
IA,2020-04-11,1510,34
IA,2020-04-12,1587,41
IA,2020-04-13,1710,43
IA,2020-04-14,1899,49
IA,2020-04-15,1995,53
IA,2020-04-16,2141,60
IA,2020-04-17,2332,64
IA,2020-04-18,2513,74
IA,2020-04-19,2902,75
IA,2020-04-20,3159,79
IA,2020-04-21,3641,83
IA,2020-04-22,3748,90
IA,2020-04-23,3924,96
IA,2020-04-24,4445,107
IA,2020-04-25,5092,112
IA,2020-04-26,5476,118
IA,2020-04-27,5868,127
IA,2020-04-28,6376,136
IA,2020-04-29,6843,148
IA,2020-04-30,7145,162
IA,2020-05-01,7884,170
IA,2020-05-02,8641,175
IA,2020-05-03,9169,184
IA,2020-05-04,9703,188
IA,2020-05-05,10111,207
IA,2020-05-06,10404,219
IA,2020-05-07,11059,231
IA,2020-05-08,11457,243
IA,2020-05-09,11671,252
IA,2020-05-10,11959,265
IA,2020-05-11,12373,271
IA,2020-05-12,12912,289
IA,2020-05-13,13289,306
IA,2020-05-14,13675,318
IA,2020-05-15,14049,336
IA,2020-05-16,14328,346
IA,2020-05-17,14651,351
IA,2020-05-18,14955,355
IA,2020-05-19,15349,372
IA,2020-05-20,15614,388
IA,2020-05-21,16170,406
IA,2020-05-22,16504,425
IA,2020-05-23,16893,444
IA,2020-05-24,17252,454
IA,2020-05-25,17577,459
IA,2020-05-26,17703,478
IA,2020-05-27,18360,491
IA,2020-05-28,18573,504
IA,2020-05-29,18926,522
IA,2020-05-30,19244,531
IA,2020-05-31,19552,534
IA,2020-06-01,19697,551
IA,2020-06-02,20016,561
IA,2020-06-03,20055,574
IA,2020-06-04,20805,580
IA,2020-06-05,21152,592
IA,2020-06-06,21478,598
IA,2020-06-07,21667,604
IA,2020-06-08,21987,612
IA,2020-06-09,22236,624
IA,2020-06-10,22551,630
IA,2020-06-11,22938,639
IA,2020-06-12,23337,643
IA,2020-06-13,23717,650
IA,2020-06-14,23926,652
IA,2020-06-15,24053,655
IA,2020-06-16,24179,669
IA,2020-06-17,24461,673
IA,2020-06-18,24854,679
IA,2020-06-19,25275,681
IA,2020-06-20,25496,681
IA,2020-06-21,25963,685
IA,2020-06-22,26051,686
IA,2020-06-23,26373,688
IA,2020-06-24,26705,692
IA,2020-06-25,27197,695
IA,2020-06-26,27686,704
IA,2020-06-27,28012,704
IA,2020-06-28,28489,705
IA,2020-06-29,28782,708
IA,2020-06-30,29007,715
IA,2020-07-01,29451,717
IA,2020-07-02,30209,718
IA,2020-07-03,30429,720
IA,2020-07-04,31041,721
IA,2020-07-05,31353,721
IA,2020-07-06,31657,723
IA,2020-07-07,32029,725
IA,2020-07-08,32509,735
IA,2020-07-09,33240,739
IA,2020-07-10,33984,743
IA,2020-07-11,34647,748
IA,2020-07-12,35071,750
IA,2020-07-13,35529,754
IA,2020-07-14,35849,757
IA,2020-07-15,36291,762
IA,2020-07-16,37132,778
IA,2020-07-17,37722,784
IA,2020-07-18,37907,787
IA,2020-07-19,38723,794
IA,2020-07-20,39166,797
IA,2020-07-21,39474,802
IA,2020-07-22,39793,808
IA,2020-07-23,40634,818
IA,2020-07-24,41271,823
IA,2020-07-25,41671,826
IA,2020-07-26,42200,827
IA,2020-07-27,42554,833
IA,2020-07-28,42777,839
IA,2020-07-29,43277,846
IA,2020-07-30,44038,857
IA,2020-07-31,44582,867
IA,2020-08-01,44976,872
IA,2020-08-02,45492,876
IA,2020-08-03,45841,882
IA,2020-08-04,46042,888
IA,2020-08-05,46659,899
IA,2020-08-06,47361,908
IA,2020-08-07,47865,913
IA,2020-08-08,48283,925
IA,2020-08-09,48789,930
IA,2020-08-10,49071,933
IA,2020-08-11,49329,940
IA,2020-08-12,49806,951
IA,2020-08-13,50336,959
IA,2020-08-14,50932,966
IA,2020-08-15,51793,973
IA,2020-08-16,52428,975
IA,2020-08-17,52722,981
IA,2020-08-18,52951,989
IA,2020-08-19,53288,1006
IA,2020-08-20,54015,1014
IA,2020-08-21,55006,1021
IA,2020-08-22,55735,1031
IA,2020-08-23,56275,1036
IA,2020-08-24,56633,1044
IA,2020-08-25,57294,1052
IA,2020-08-26,58235,1067
IA,2020-08-27,59786,1083
IA,2020-08-28,60971,1095
IA,2020-08-29,61749,1108
IA,2020-08-30,62720,1113
IA,2020-08-31,63328,1116
IA,2020-09-01,63919,1123
IA,2020-09-02,64645,1126
IA,2020-09-03,65523,1135
IA,2020-09-04,66614,1141
IA,2020-09-05,67642,1161
IA,2020-09-06,68291,1165
IA,2020-09-07,68684,1168
IA,2020-09-08,69139,1180
IA,2020-09-09,69503,1194
IA,2020-09-10,70405,1207
IA,2020-09-11,71133,1211
IA,2020-09-12,71706,1217
IA,2020-09-13,72490,1218
IA,2020-09-14,72876,1224
IA,2020-09-15,73277,1234
IA,2020-09-16,74080,1237
IA,2020-09-17,75028,1251
IA,2020-09-18,76211,1260
IA,2020-09-19,77058,1264
IA,2020-09-20,77679,1265
IA,2020-09-21,78339,1274
IA,2020-09-22,78887,1286
IA,2020-09-23,79923,1294
IA,2020-09-24,81071,1302
IA,2020-09-25,82045,1307
IA,2020-09-26,82944,1311
IA,2020-09-27,83636,1314
IA,2020-09-28,84002,1320
IA,2020-09-29,84476,1328
IA,2020-09-30,85596,1344
IA,2020-10-01,86634,1360
IA,2020-10-02,87559,1372
IA,2020-10-03,88470,1377
IA,2020-10-04,89096,1382
IA,2020-10-05,89460,1389
IA,2020-10-06,89934,1400
IA,2020-10-07,90884,1415
IA,2020-10-08,92145,1421
IA,2020-10-09,93187,1437
IA,2020-10-10,94271,1455
IA,2020-10-11,95346,1460
IA,2020-10-12,95809,1472
IA,2020-10-13,96338,1485
IA,2020-10-14,97384,1497
IA,2020-10-15,98717,1506
IA,2020-10-16,99946,1523
IA,2020-10-17,101103,1527
IA,2020-10-18,101960,1528
IA,2020-10-19,102517,1538
IA,2020-10-20,103011,1555
IA,2020-10-21,104190,1584
IA,2020-10-22,105625,1601
IA,2020-10-23,106874,1620
IA,2020-10-24,108514,1631
IA,2020-10-25,109657,1634
IA,2020-10-26,110404,1648
IA,2020-10-27,111261,1661
IA,2020-10-28,113042,1682
IA,2020-10-29,114982,1693
IA,2020-10-30,117185,1706
IA,2020-10-31,119755,1716
IA,2020-11-01,121967,1717
IA,2020-11-02,123372,1741
IA,2020-11-03,124464,1763
IA,2020-11-04,126740,1787
IA,2020-11-05,130732,1802
IA,2020-11-06,133510,1818
IA,2020-11-07,137228,1829
IA,2020-11-08,140541,1842
IA,2020-11-09,144922,1849
IA,2020-11-10,147656,1874
IA,2020-11-11,151953,1899
IA,2020-11-12,155603,1930
IA,2020-11-13,159635,1948
IA,2020-11-14,163728,1972
IA,2020-11-15,167282,1985
IA,2020-11-16,169353,1991
IA,2020-11-17,171545,2027
IA,2020-11-18,174839,2066
IA,2020-11-19,178313,2106
IA,2020-11-20,181790,2133
IA,2020-11-21,184968,2160
IA,2020-11-22,187505,2192
IA,2020-11-23,189856,2206
IA,2020-11-24,191152,2226
IA,2020-11-25,194395,2271
IA,2020-11-26,197086,2312
IA,2020-11-27,198222,2352
IA,2020-11-28,199683,2360
IA,2020-11-29,201267,2367
IA,2020-11-30,202410,2403
IA,2020-12-01,203398,2431
IA,2020-12-02,205773,2449
IA,2020-12-03,207969,2522
IA,2020-12-04,210236,2605
IA,2020-12-05,211891,2667
IA,2020-12-06,213390,2683
IA,2020-12-07,214067,2718
IA,2020-12-08,214897,2919
IA,2020-12-09,216694,3021
IA,2020-12-10,218377,3120
IA,2020-12-11,219914,3197
IA,2020-12-12,221159,3212
IA,2020-12-13,222148,3213
IA,2020-12-14,222785,3273
IA,2020-12-15,223511,3340
IA,2020-12-16,225050,3354
IA,2020-12-17,226465,3451
IA,2020-12-18,227989,3451
IA,2020-12-19,229187,3533
IA,2020-12-20,230084,3589
IA,2020-12-21,230622,3589
IA,2020-12-22,231264,3653
IA,2020-12-23,232765,3668
IA,2020-12-24,233881,3739
IA,2020-12-25,234751,3744
IA,2020-12-26,235061,3744
IA,2020-12-27,235539,3745
IA,2020-12-28,236101,3745
IA,2020-12-29,236798,3812
IA,2020-12-30,237850,3822
IA,2020-12-31,239173,3891
IA,2021-01-01,240766,3898
IA,2021-01-02,241242,3946
IA,2021-01-03,242107,3946
IA,2021-01-04,242808,3992
IA,2021-01-05,243829,3999
IA,2021-01-06,245839,4060
IA,2021-01-07,247133,4065
IA,2021-01-08,248741,4124
IA,2021-01-09,249813,4127
IA,2021-01-10,250753,4138
IA,2021-01-11,251229,4139
IA,2021-01-12,251866,4222
IA,2021-01-13,253307,4232
IA,2021-01-14,254453,4251
IA,2021-01-15,255488,4257
IA,2021-01-16,256403,4321
IA,2021-01-17,256951,4323
IA,2021-01-18,257431,4324
IA,2021-01-19,258148,4332
IA,2021-01-20,258865,4394
IA,2021-01-21,260227,4445
IA,2021-01-22,261193,4478
IA,2021-01-23,262149,4487
IA,2021-01-24,262860,4488
IA,2021-01-25,263261,4488
IA,2021-01-26,263852,4492
IA,2021-01-27,264583,4500
IA,2021-01-28,265546,4532
IA,2021-01-29,266280,4577
IA,2021-01-30,266934,4651
IA,2021-01-31,267558,4901
IA,2021-02-01,267913,4906
IA,2021-02-02,268376,4919
IA,2021-02-03,269284,4975
IA,2021-02-04,269984,5033
IA,2021-02-05,270633,5067
IA,2021-02-06,270935,5108
IA,2021-02-07,271381,5108
IA,2021-02-08,271698,5110
IA,2021-02-09,272103,5145
IA,2021-02-10,272824,5174
IA,2021-02-11,273417,5196
IA,2021-02-12,273936,5223
IA,2021-02-13,274386,5236
IA,2021-02-14,274741,5236
IA,2021-02-15,274955,5237
IA,2021-02-16,275247,5263
IA,2021-02-17,275713,5306
IA,2021-02-18,276229,5321
IA,2021-02-19,276621,5336
IA,2021-02-20,276966,5336
IA,2021-02-21,277268,5336
IA,2021-02-22,277580,5374
IA,2021-02-23,277821,5400
IA,2021-02-24,278410,5415
IA,2021-02-25,278883,5438
IA,2021-02-26,279429,5463
IA,2021-02-27,279744,5470
IA,2021-02-28,280039,5471
IA,2021-03-01,280279,5472
IA,2021-03-02,280509,5498
IA,2021-03-03,280991,5501
IA,2021-03-04,281391,5536
IA,2021-03-05,281765,5549
IA,2021-03-06,282127,5552
IA,2021-03-07,282384,5558
ID,2020-03-07,0,0
ID,2020-03-08,0,0
ID,2020-03-09,0,0
ID,2020-03-10,0,0
ID,2020-03-11,0,0
ID,2020-03-12,0,0
ID,2020-03-13,0,0
ID,2020-03-14,2,0
ID,2020-03-15,5,0
ID,2020-03-16,6,0
ID,2020-03-17,11,0
ID,2020-03-18,14,0
ID,2020-03-19,20,0
ID,2020-03-20,31,0
ID,2020-03-21,40,0
ID,2020-03-22,47,0
ID,2020-03-23,50,0
ID,2020-03-24,82,0
ID,2020-03-25,104,0
ID,2020-03-26,150,0
ID,2020-03-27,210,3
ID,2020-03-28,248,4
ID,2020-03-29,264,5
ID,2020-03-30,309,6
ID,2020-03-31,414,7
ID,2020-04-01,524,9
ID,2020-04-02,668,9
ID,2020-04-03,890,9
ID,2020-04-04,1012,10
ID,2020-04-05,1076,10
ID,2020-04-06,1100,10
ID,2020-04-07,1169,13
ID,2020-04-08,1209,15
ID,2020-04-09,1231,18
ID,2020-04-10,1365,24
ID,2020-04-11,1423,25
ID,2020-04-12,1437,27
ID,2020-04-13,1458,27
ID,2020-04-14,1499,33
ID,2020-04-15,1538,39
ID,2020-04-16,1587,41
ID,2020-04-17,1609,41
ID,2020-04-18,1655,43
ID,2020-04-19,1668,44
ID,2020-04-20,1672,45
ID,2020-04-21,1736,48
ID,2020-04-22,1766,51
ID,2020-04-23,1802,54
ID,2020-04-24,1836,54
ID,2020-04-25,1870,54
ID,2020-04-26,1887,56
ID,2020-04-27,1897,56
ID,2020-04-28,1917,58
ID,2020-04-29,1952,60
ID,2020-04-30,1984,60
ID,2020-05-01,2015,63
ID,2020-05-02,2035,63
ID,2020-05-03,2061,63
ID,2020-05-04,2061,64
ID,2020-05-05,2106,64
ID,2020-05-06,2127,65
ID,2020-05-07,2158,66
ID,2020-05-08,2178,67
ID,2020-05-09,2205,67
ID,2020-05-10,2230,67
ID,2020-05-11,2230,67
ID,2020-05-12,2260,70
ID,2020-05-13,2293,69
ID,2020-05-14,2324,69
ID,2020-05-15,2351,72
ID,2020-05-16,2389,73
ID,2020-05-17,2419,73
ID,2020-05-18,2419,73
ID,2020-05-19,2455,74
ID,2020-05-20,2476,77
ID,2020-05-21,2506,77
ID,2020-05-22,2534,77
ID,2020-05-23,2595,79
ID,2020-05-24,2626,79
ID,2020-05-25,2626,79
ID,2020-05-26,2626,79
ID,2020-05-27,2699,81
ID,2020-05-28,2731,82
ID,2020-05-29,2769,82
ID,2020-05-30,2803,82
ID,2020-05-31,2839,82
ID,2020-06-01,2839,82
ID,2020-06-02,2906,83
ID,2020-06-03,2933,83
ID,2020-06-04,2990,83
ID,2020-06-05,3054,83
ID,2020-06-06,3111,83
ID,2020-06-07,3139,83
ID,2020-06-08,3139,83
ID,2020-06-09,3189,83
ID,2020-06-10,3220,85
ID,2020-06-11,3260,85
ID,2020-06-12,3302,86
ID,2020-06-13,3353,87
ID,2020-06-14,3399,87
ID,2020-06-15,3399,87
ID,2020-06-16,3462,88
ID,2020-06-17,3540,88
ID,2020-06-18,3632,88
ID,2020-06-19,3743,89
ID,2020-06-20,3871,89
ID,2020-06-21,4006,89
ID,2020-06-22,4006,89
ID,2020-06-23,4254,89
ID,2020-06-24,4402,89
ID,2020-06-25,4645,90
ID,2020-06-26,4865,90
ID,2020-06-27,5148,90
ID,2020-06-28,5319,91
ID,2020-06-29,5319,91
ID,2020-06-30,5752,91
ID,2020-07-01,6117,92
ID,2020-07-02,6370,92
ID,2020-07-03,6593,92
ID,2020-07-04,6994,93
ID,2020-07-05,7370,93
ID,2020-07-06,7733,93
ID,2020-07-07,8052,94
ID,2020-07-08,8539,94
ID,2020-07-09,8969,98
ID,2020-07-10,9428,100
ID,2020-07-11,9928,101
ID,2020-07-12,10505,102
ID,2020-07-13,10902,102
ID,2020-07-14,11402,102
ID,2020-07-15,11718,103
ID,2020-07-16,12445,110
ID,2020-07-17,13133,114
ID,2020-07-18,13752,118
ID,2020-07-19,14302,119
ID,2020-07-20,14873,119
ID,2020-07-21,15266,122
ID,2020-07-22,15822,126
ID,2020-07-23,16322,135
ID,2020-07-24,16736,138
ID,2020-07-25,17264,144
ID,2020-07-26,17827,146
ID,2020-07-27,18177,146
ID,2020-07-28,18694,152
ID,2020-07-29,19222,160
ID,2020-07-30,19679,173
ID,2020-07-31,20246,177
ID,2020-08-01,20721,189
ID,2020-08-02,21114,197
ID,2020-08-03,21344,197
ID,2020-08-04,21675,200
ID,2020-08-05,22234,210
ID,2020-08-06,22707,217
ID,2020-08-07,23399,223
ID,2020-08-08,23922,229
ID,2020-08-09,24495,235
ID,2020-08-10,24671,237
ID,2020-08-11,25100,239
ID,2020-08-12,25595,246
ID,2020-08-13,26133,246
ID,2020-08-14,26631,251
ID,2020-08-15,27173,265
ID,2020-08-16,27477,269
ID,2020-08-17,27660,269
ID,2020-08-18,27942,273
ID,2020-08-19,28326,282
ID,2020-08-20,28696,291
ID,2020-08-21,29120,298
ID,2020-08-22,29369,304
ID,2020-08-23,29662,306
ID,2020-08-24,29853,307
ID,2020-08-25,30070,314
ID,2020-08-26,30475,326
ID,2020-08-27,30780,337
ID,2020-08-28,31122,343
ID,2020-08-29,31384,353
ID,2020-08-30,31677,358
ID,2020-08-31,31867,359
ID,2020-09-01,32088,361
ID,2020-09-02,32368,368
ID,2020-09-03,32664,372
ID,2020-09-04,32927,372
ID,2020-09-05,33196,382
ID,2020-09-06,33477,384
ID,2020-09-07,33667,385
ID,2020-09-08,33741,385
ID,2020-09-09,33981,389
ID,2020-09-10,34310,406
ID,2020-09-11,34617,407
ID,2020-09-12,34950,412
ID,2020-09-13,35167,415
ID,2020-09-14,35279,415
ID,2020-09-15,35532,419
ID,2020-09-16,35810,423
ID,2020-09-17,36093,429
ID,2020-09-18,36489,434
ID,2020-09-19,36959,438
ID,2020-09-20,37247,441
ID,2020-09-21,37491,443
ID,2020-09-22,37901,447
ID,2020-09-23,38347,451
ID,2020-09-24,38743,454
ID,2020-09-25,39234,457
ID,2020-09-26,39757,458
ID,2020-09-27,40296,460
ID,2020-09-28,40501,460
ID,2020-09-29,40923,460
ID,2020-09-30,41434,464
ID,2020-10-01,42048,469
ID,2020-10-02,42561,472
ID,2020-10-03,43238,474
ID,2020-10-04,43702,480
ID,2020-10-05,43964,482
ID,2020-10-06,44422,487
ID,2020-10-07,45082,492
ID,2020-10-08,45753,500
ID,2020-10-09,46426,503
ID,2020-10-10,47088,506
ID,2020-10-11,47701,507
ID,2020-10-12,48066,507
ID,2020-10-13,48663,510
ID,2020-10-14,49247,512
ID,2020-10-15,49892,516
ID,2020-10-16,50610,517
ID,2020-10-17,51704,523
ID,2020-10-18,52582,529
ID,2020-10-19,53092,528
ID,2020-10-20,53790,531
ID,2020-10-21,54663,535
ID,2020-10-22,55650,546
ID,2020-10-23,56600,553
ID,2020-10-24,57673,562
ID,2020-10-25,58694,572
ID,2020-10-26,59344,573
ID,2020-10-27,60041,580
ID,2020-10-28,60923,585
ID,2020-10-29,61785,599
ID,2020-10-30,62746,615
ID,2020-10-31,63810,626
ID,2020-11-01,64608,629
ID,2020-11-02,65088,630
ID,2020-11-03,65845,632
ID,2020-11-04,67024,647
ID,2020-11-05,68314,664
ID,2020-11-06,69579,671
ID,2020-11-07,70909,679
ID,2020-11-08,72312,683
ID,2020-11-09,72961,686
ID,2020-11-10,74227,698
ID,2020-11-11,75428,714
ID,2020-11-12,77121,733
ID,2020-11-13,78279,749
ID,2020-11-14,79798,752
ID,2020-11-15,81317,759
ID,2020-11-16,82245,759
ID,2020-11-17,83344,763
ID,2020-11-18,85125,798
ID,2020-11-19,86435,812
ID,2020-11-20,87978,835
ID,2020-11-21,89764,845
ID,2020-11-22,90834,847
ID,2020-11-23,91653,849
ID,2020-11-24,93090,866
ID,2020-11-25,94730,874
ID,2020-11-26,96503,895
ID,2020-11-27,96503,895
ID,2020-11-28,98500,909
ID,2020-11-29,99660,913
ID,2020-11-30,100484,920
ID,2020-12-01,101698,929
ID,2020-12-02,103305,960
ID,2020-12-03,104734,991
ID,2020-12-04,106455,1014
ID,2020-12-05,108366,1032
ID,2020-12-06,109705,1032
ID,2020-12-07,110510,1035
ID,2020-12-08,111893,1055
ID,2020-12-09,113905,1074
ID,2020-12-10,116203,1103
ID,2020-12-11,118028,1136
ID,2020-12-12,119610,1151
ID,2020-12-13,120632,1169
ID,2020-12-14,121179,1175
ID,2020-12-15,122217,1194
ID,2020-12-16,124019,1214
ID,2020-12-17,125452,1231
ID,2020-12-18,126878,1259
ID,2020-12-19,128218,1275
ID,2020-12-20,129069,1275
ID,2020-12-21,129960,1280
ID,2020-12-22,130877,1301
ID,2020-12-23,132594,1313
ID,2020-12-24,133985,1324
ID,2020-12-25,135233,1349
ID,2020-12-26,135233,1349
ID,2020-12-27,135787,1354
ID,2020-12-28,136215,1354
ID,2020-12-29,137010,1377
ID,2020-12-30,138524,1393
ID,2020-12-31,139864,1403
ID,2021-01-01,141077,1436
ID,2021-01-02,141077,1436
ID,2021-01-03,142199,1448
ID,2021-01-04,142507,1448
ID,2021-01-05,143305,1459
ID,2021-01-06,144843,1471
ID,2021-01-07,146106,1488
ID,2021-01-08,147173,1517
ID,2021-01-09,148258,1523
ID,2021-01-10,149235,1528
ID,2021-01-11,149667,1534
ID,2021-01-12,150239,1544
ID,2021-01-13,151273,1556
ID,2021-01-14,152364,1564
ID,2021-01-15,153358,1591
ID,2021-01-16,154470,1603
ID,2021-01-17,155276,1605
ID,2021-01-18,155554,1607
ID,2021-01-19,155554,1607
ID,2021-01-20,156778,1637
ID,2021-01-21,157588,1635
ID,2021-01-22,158200,1654
ID,2021-01-23,158798,1667
ID,2021-01-24,159325,1668
ID,2021-01-25,159506,1669
ID,2021-01-26,160033,1681
ID,2021-01-27,160592,1688
ID,2021-01-28,161212,1714
ID,2021-01-29,161720,1721
ID,2021-01-30,162355,1725
ID,2021-01-31,162683,1725
ID,2021-02-01,162683,1725
ID,2021-02-02,163165,1735
ID,2021-02-03,163656,1741
ID,2021-02-04,164163,1748
ID,2021-02-05,164565,1747
ID,2021-02-06,164969,1758
ID,2021-02-07,165209,1767
ID,2021-02-08,165209,1767
ID,2021-02-09,165658,1776
ID,2021-02-10,166095,1780
ID,2021-02-11,166553,1791
ID,2021-02-12,166876,1791
ID,2021-02-13,167225,1796
ID,2021-02-14,167483,1803
ID,2021-02-15,167483,1803
ID,2021-02-16,167483,1803
ID,2021-02-17,167945,1806
ID,2021-02-18,168353,1817
ID,2021-02-19,168639,1826
ID,2021-02-20,168953,1826
ID,2021-02-21,169150,1826
ID,2021-02-22,169150,1826
ID,2021-02-23,169584,1826
ID,2021-02-24,169866,1840
ID,2021-02-25,170289,1840
ID,2021-02-26,170595,1850
ID,2021-02-27,170907,1859
ID,2021-02-28,171140,1860
ID,2021-03-01,171140,1860
ID,2021-03-02,171462,1867
ID,2021-03-03,171836,1871
ID,2021-03-04,172288,1876
ID,2021-03-05,172587,1876
ID,2021-03-06,172827,1876
ID,2021-03-07,172931,1879
IL,2020-03-04,0,0
IL,2020-03-05,1,0
IL,2020-03-06,1,0
IL,2020-03-07,2,0
IL,2020-03-08,2,0
IL,2020-03-09,3,0
IL,2020-03-10,15,0
