date,state,cumul_deaths,cumul_prop_deaths
2020-02-27,IN,0,0
2020-02-27,MA,0,0
2020-02-27,NE,0,0
2020-02-27,NJ,0,0
2020-02-27,VA,0,0
2020-02-27,WA,2,2.7012035347409217e-7
2020-02-28,FL,0,0
2020-02-28,IN,0,0
2020-02-28,MA,0,0
2020-02-28,NE,0,0
2020-02-28,NJ,0,0
2020-02-28,VA,0,0
2020-02-28,WA,4,5.402407069481843e-7
2020-02-29,CT,0,0
2020-02-29,FL,0,0
2020-02-29,IN,0,0
2020-02-29,MA,0,0
2020-02-29,NE,0,0
2020-02-29,NJ,0,0
2020-02-29,VA,0,0
2020-02-29,WA,5,6.753008836852303e-7
2020-03-01,CT,0,0
2020-03-01,FL,0,0
2020-03-01,IN,0,0
2020-03-01,MA,0,0
2020-03-01,MI,0,0
2020-03-01,NE,0,0
2020-03-01,NJ,0,0
2020-03-01,RI,0,0
2020-03-01,VA,0,0
2020-03-01,WA,8,1.0804814138963687e-6
2020-03-01,WY,0,0
2020-03-02,CT,0,0
2020-03-02,FL,0,0
2020-03-02,IN,0,0
2020-03-02,MA,0,0
2020-03-02,MI,0,0
2020-03-02,NE,0,0
2020-03-02,NJ,0,0
2020-03-02,NY,0,0
2020-03-02,RI,0,0
2020-03-02,VA,0,0
2020-03-02,WA,11,1.4856619441075067e-6
2020-03-02,WY,0,0
2020-03-03,CT,0,0
2020-03-03,FL,0,0
2020-03-03,IN,0,0
2020-03-03,MA,0,0
2020-03-03,MI,0,0
2020-03-03,NE,0,0
2020-03-03,NJ,0,0
2020-03-03,NY,0,0
2020-03-03,PA,0,0
2020-03-03,RI,0,0
2020-03-03,TX,0,0
2020-03-03,VT,0,0
2020-03-03,VA,0,0
2020-03-03,WA,14,1.890842474318645e-6
2020-03-03,WI,0,0
2020-03-03,WY,0,0
2020-03-04,AZ,0,0
2020-03-04,CA,0,0
2020-03-04,CO,0,0
2020-03-04,CT,0,0
2020-03-04,FL,0,0
2020-03-04,GA,0,0
2020-03-04,HI,0,0
2020-03-04,IL,0,0
2020-03-04,IN,0,0
2020-03-04,MA,0,0
2020-03-04,MI,0,0
2020-03-04,NE,0,0
2020-03-04,NH,0,0
2020-03-04,NJ,0,0
2020-03-04,NY,0,0
2020-03-04,NC,0,0
2020-03-04,OR,0,0
2020-03-04,PA,0,0
2020-03-04,RI,0,0
2020-03-04,SC,0,0
2020-03-04,TX,0,0
2020-03-04,VT,0,0
2020-03-04,VA,0,0
2020-03-04,WA,16,2.1609628277927374e-6
2020-03-04,WI,0,0
2020-03-04,WY,0,0
2020-03-05,AZ,0,0
2020-03-05,CA,0,0
2020-03-05,CO,0,0
2020-03-05,CT,0,0
2020-03-05,FL,0,0
2020-03-05,GA,0,0
2020-03-05,HI,0,0
2020-03-05,IL,0,0
2020-03-05,IN,0,0
2020-03-05,MD,0,0
2020-03-05,MA,0,0
2020-03-05,MI,0,0
2020-03-05,NE,0,0
2020-03-05,NV,0,0
2020-03-05,NH,0,0
2020-03-05,NJ,0,0
2020-03-05,NM,0,0
2020-03-05,NY,0,0
2020-03-05,NC,0,0
2020-03-05,OH,0,0
2020-03-05,OR,0,0
2020-03-05,PA,0,0
2020-03-05,RI,0,0
2020-03-05,SC,0,0
2020-03-05,TN,0,0
2020-03-05,TX,0,0
2020-03-05,VT,0,0
2020-03-05,VA,0,0
2020-03-05,WA,20,2.7012035347409213e-6
2020-03-05,WI,0,0
2020-03-05,WY,0,0
2020-03-06,AK,0,0
2020-03-06,AZ,0,0
2020-03-06,AR,0,0
2020-03-06,CA,0,0
2020-03-06,CO,0,0
2020-03-06,CT,0,0
2020-03-06,DE,0,0
2020-03-06,FL,0,0
2020-03-06,GA,0,0
2020-03-06,HI,0,0
2020-03-06,IL,0,0
2020-03-06,IN,0,0
2020-03-06,IA,0,0
2020-03-06,KS,0,0
2020-03-06,KY,0,0
2020-03-06,MD,0,0
2020-03-06,MA,0,0
2020-03-06,MI,0,0
2020-03-06,MN,0,0
2020-03-06,NE,0,0
2020-03-06,NV,0,0
2020-03-06,NH,0,0
2020-03-06,NJ,0,0
2020-03-06,NM,0,0
2020-03-06,NY,0,0
2020-03-06,NC,0,0
2020-03-06,OH,0,0
2020-03-06,OR,0,0
2020-03-06,PA,0,0
2020-03-06,RI,0,0
2020-03-06,SC,0,0
2020-03-06,TN,0,0
2020-03-06,TX,0,0
2020-03-06,VT,0,0
2020-03-06,VA,0,0
2020-03-06,WA,26,3.511564595163198e-6
2020-03-06,WV,0,0
2020-03-06,WI,0,0
2020-03-06,WY,0,0
2020-03-07,AL,0,0
2020-03-07,AK,0,0
2020-03-07,AZ,0,0
2020-03-07,AR,0,0
2020-03-07,CA,0,0
2020-03-07,CO,0,0
2020-03-07,CT,0,0
2020-03-07,DE,0,0
2020-03-07,FL,0,0
2020-03-07,GA,0,0
2020-03-07,HI,0,0
2020-03-07,ID,0,0
2020-03-07,IL,0,0
2020-03-07,IN,0,0
2020-03-07,IA,0,0
2020-03-07,KS,0,0
2020-03-07,KY,0,0
2020-03-07,LA,0,0
2020-03-07,ME,0,0
2020-03-07,MD,0,0
2020-03-07,MA,0,0
2020-03-07,MI,0,0
2020-03-07,MN,0,0
2020-03-07,MS,0,0
2020-03-07,MO,0,0
2020-03-07,MT,0,0
2020-03-07,NE,0,0
2020-03-07,NV,0,0
2020-03-07,NH,0,0
2020-03-07,NJ,0,0
2020-03-07,NM,0,0
2020-03-07,NY,0,0
2020-03-07,NC,0,0
2020-03-07,ND,0,0
2020-03-07,OH,0,0
2020-03-07,OK,0,0
2020-03-07,OR,0,0
2020-03-07,PA,0,0
2020-03-07,RI,0,0
2020-03-07,SC,0,0
2020-03-07,SD,0,0
2020-03-07,TN,0,0
2020-03-07,TX,0,0
2020-03-07,UT,0,0
2020-03-07,VT,0,0
2020-03-07,VA,0,0
2020-03-07,WA,27,3.646624771900244e-6
2020-03-07,WV,0,0
2020-03-07,WI,0,0
2020-03-07,WY,0,0
2020-03-08,AL,0,0
2020-03-08,AK,0,0
2020-03-08,AZ,0,0
2020-03-08,AR,0,0
2020-03-08,CA,0,0
2020-03-08,CO,0,0
2020-03-08,CT,0,0
2020-03-08,DE,0,0
2020-03-08,FL,0,0
2020-03-08,GA,0,0
2020-03-08,HI,0,0
2020-03-08,ID,0,0
2020-03-08,IL,0,0
2020-03-08,IN,0,0
2020-03-08,IA,0,0
2020-03-08,KS,0,0
2020-03-08,KY,0,0
2020-03-08,LA,0,0
2020-03-08,ME,0,0
2020-03-08,MD,0,0
2020-03-08,MA,0,0
2020-03-08,MI,0,0
2020-03-08,MN,0,0
2020-03-08,MS,0,0
2020-03-08,MO,0,0
2020-03-08,MT,0,0
2020-03-08,NE,0,0
2020-03-08,NV,0,0
2020-03-08,NH,0,0
2020-03-08,NJ,0,0
2020-03-08,NM,0,0
2020-03-08,NY,0,0
2020-03-08,NC,0,0
2020-03-08,ND,0,0
2020-03-08,OH,0,0
2020-03-08,OK,0,0
2020-03-08,OR,0,0
2020-03-08,PA,0,0
2020-03-08,RI,0,0
2020-03-08,SC,0,0
2020-03-08,SD,0,0
2020-03-08,TN,0,0
2020-03-08,TX,0,0
2020-03-08,UT,0,0
2020-03-08,VT,0,0
2020-03-08,VA,0,0
2020-03-08,WA,31,4.186865478848428e-6
2020-03-08,WV,0,0
2020-03-08,WI,0,0
2020-03-08,WY,0,0
2020-03-09,AL,0,0
2020-03-09,AK,0,0
2020-03-09,AZ,0,0
2020-03-09,AR,0,0
2020-03-09,CA,0,0
2020-03-09,CO,0,0
2020-03-09,CT,0,0
2020-03-09,DE,0,0
2020-03-09,FL,0,0
2020-03-09,GA,0,0
2020-03-09,HI,0,0
2020-03-09,ID,0,0
2020-03-09,IL,0,0
2020-03-09,IN,0,0
2020-03-09,IA,0,0
2020-03-09,KS,0,0
2020-03-09,KY,0,0
2020-03-09,LA,0,0
2020-03-09,ME,0,0
2020-03-09,MD,0,0
2020-03-09,MA,0,0
2020-03-09,MI,0,0
2020-03-09,MN,0,0
2020-03-09,MS,0,0
2020-03-09,MO,0,0
2020-03-09,MT,0,0
2020-03-09,NE,0,0
2020-03-09,NV,0,0
2020-03-09,NH,0,0
2020-03-09,NJ,0,0
2020-03-09,NM,0,0
2020-03-09,NY,0,0
2020-03-09,NC,0,0
2020-03-09,ND,0,0
2020-03-09,OH,0,0
2020-03-09,OK,0,0
2020-03-09,OR,0,0
2020-03-09,PA,0,0
2020-03-09,RI,0,0
2020-03-09,SC,0,0
2020-03-09,SD,0,0
2020-03-09,TN,0,0
2020-03-09,TX,0,0
2020-03-09,UT,0,0
2020-03-09,VT,0,0
2020-03-09,VA,0,0
2020-03-09,WA,35,4.727106185796612e-6
2020-03-09,WV,0,0
2020-03-09,WI,0,0
2020-03-09,WY,0,0
2020-03-10,AL,0,0
2020-03-10,AK,0,0
2020-03-10,AZ,0,0
2020-03-10,AR,0,0
2020-03-10,CA,0,0
2020-03-10,CO,0,0
2020-03-10,CT,0,0
2020-03-10,DE,0,0
2020-03-10,FL,0,0
2020-03-10,GA,0,0
2020-03-10,HI,0,0
2020-03-10,ID,0,0
2020-03-10,IL,0,0
2020-03-10,IN,0,0
2020-03-10,IA,0,0
2020-03-10,KS,0,0
2020-03-10,KY,0,0
2020-03-10,LA,0,0
2020-03-10,ME,0,0
2020-03-10,MD,0,0
2020-03-10,MA,0,0
2020-03-10,MI,0,0
2020-03-10,MN,0,0
2020-03-10,MS,0,0
2020-03-10,MO,0,0
2020-03-10,MT,0,0
2020-03-10,NE,0,0
2020-03-10,NV,0,0
2020-03-10,NH,0,0
2020-03-10,NJ,0,0
2020-03-10,NM,0,0
2020-03-10,NY,0,0
2020-03-10,NC,0,0
2020-03-10,ND,0,0
2020-03-10,OH,0,0
2020-03-10,OK,0,0
2020-03-10,OR,0,0
2020-03-10,PA,0,0
2020-03-10,RI,0,0
2020-03-10,SC,0,0
2020-03-10,SD,0,0
2020-03-10,TN,0,0
2020-03-10,TX,0,0
2020-03-10,UT,0,0
2020-03-10,VT,0,0
2020-03-10,VA,0,0
2020-03-10,WA,37,4.997226539270705e-6
2020-03-10,WV,0,0
2020-03-10,WI,0,0
2020-03-10,WY,0,0
2020-03-11,AL,0,0
2020-03-11,AK,0,0
2020-03-11,AZ,0,0
2020-03-11,AR,0,0
2020-03-11,CA,0,0
2020-03-11,CO,0,0
2020-03-11,CT,0,0
2020-03-11,DE,0,0
2020-03-11,FL,2,9.56862898196103e-8
2020-03-11,GA,0,0
2020-03-11,HI,0,0
2020-03-11,ID,0,0
2020-03-11,IL,0,0
2020-03-11,IN,0,0
2020-03-11,IA,0,0
2020-03-11,KS,0,0
2020-03-11,KY,0,0
2020-03-11,LA,0,0
2020-03-11,ME,0,0
2020-03-11,MD,0,0
2020-03-11,MA,0,0
2020-03-11,MI,0,0
2020-03-11,MN,0,0
2020-03-11,MS,0,0
2020-03-11,MO,0,0
2020-03-11,MT,0,0
2020-03-11,NE,0,0
2020-03-11,NV,0,0
2020-03-11,NH,0,0
2020-03-11,NJ,1,1.1263160016953308e-7
2020-03-11,NM,0,0
2020-03-11,NY,0,0
2020-03-11,NC,0,0
2020-03-11,ND,0,0
2020-03-11,OH,0,0
2020-03-11,OK,0,0
2020-03-11,OR,0,0
2020-03-11,PA,0,0
2020-03-11,RI,0,0
2020-03-11,SC,0,0
2020-03-11,SD,0,0
2020-03-11,TN,0,0
2020-03-11,TX,0,0
2020-03-11,UT,0,0
2020-03-11,VT,0,0
2020-03-11,VA,0,0
2020-03-11,WA,40,5.402407069481843e-6
2020-03-11,WV,0,0
2020-03-11,WI,0,0
2020-03-11,WY,0,0
2020-03-12,AL,0,0
2020-03-12,AK,0,0
2020-03-12,AZ,0,0
2020-03-12,AR,0,0
2020-03-12,CA,4,1.0182392876072107e-7
2020-03-12,CO,0,0
2020-03-12,CT,0,0
2020-03-12,DE,0,0
2020-03-12,FL,2,9.56862898196103e-8
2020-03-12,GA,0,0
2020-03-12,HI,0,0
2020-03-12,ID,0,0
2020-03-12,IL,0,0
2020-03-12,IN,0,0
2020-03-12,IA,0,0
2020-03-12,KS,0,0
2020-03-12,KY,0,0
2020-03-12,LA,0,0
2020-03-12,ME,0,0
2020-03-12,MD,0,0
2020-03-12,MA,0,0
2020-03-12,MI,1,1.0034856072568065e-7
2020-03-12,MN,0,0
2020-03-12,MS,0,0
2020-03-12,MO,0,0
2020-03-12,MT,0,0
2020-03-12,NE,0,0
2020-03-12,NV,0,0
2020-03-12,NH,0,0
2020-03-12,NJ,1,1.1263160016953308e-7
2020-03-12,NM,0,0
2020-03-12,NY,0,0
2020-03-12,NC,0,0
2020-03-12,ND,0,0
2020-03-12,OH,0,0
2020-03-12,OK,0,0
2020-03-12,OR,0,0
2020-03-12,PA,0,0
2020-03-12,RI,0,0
2020-03-12,SC,0,0
2020-03-12,SD,0,0
2020-03-12,TN,0,0
2020-03-12,TX,0,0
2020-03-12,UT,0,0
2020-03-12,VT,0,0
2020-03-12,VA,0,0
2020-03-12,WA,44,5.942647776430027e-6
2020-03-12,WV,0,0
2020-03-12,WI,0,0
2020-03-12,WY,0,0
2020-03-13,AL,0,0
2020-03-13,AK,0,0
2020-03-13,AZ,0,0
2020-03-13,AR,0,0
2020-03-13,CA,4,1.0182392876072107e-7
2020-03-13,CO,1,1.7824203093247853e-7
2020-03-13,CT,0,0
2020-03-13,DE,0,0
2020-03-13,FL,2,9.56862898196103e-8
2020-03-13,GA,1,9.611829162808718e-8
2020-03-13,HI,0,0
2020-03-13,ID,0,0
2020-03-13,IL,0,0
2020-03-13,IN,0,0
2020-03-13,IA,0,0
2020-03-13,KS,0,0
2020-03-13,KY,0,0
2020-03-13,LA,0,0
2020-03-13,ME,0,0
2020-03-13,MD,0,0
2020-03-13,MA,0,0
2020-03-13,MI,1,1.0034856072568065e-7
2020-03-13,MN,0,0
2020-03-13,MS,0,0
2020-03-13,MO,0,0
2020-03-13,MT,0,0
2020-03-13,NE,0,0
2020-03-13,NV,0,0
2020-03-13,NH,0,0
2020-03-13,NJ,1,1.1263160016953308e-7
2020-03-13,NM,0,0
2020-03-13,NY,0,0
2020-03-13,NC,0,0
2020-03-13,ND,0,0
2020-03-13,OH,0,0
2020-03-13,OK,0,0
2020-03-13,OR,0,0
2020-03-13,PA,0,0
2020-03-13,RI,0,0
2020-03-13,SC,0,0
2020-03-13,SD,0,0
2020-03-13,TN,0,0
2020-03-13,TX,0,0
2020-03-13,UT,0,0
2020-03-13,VT,0,0
2020-03-13,VA,0,0
2020-03-13,WA,47,6.347828306641165e-6
2020-03-13,WV,0,0
2020-03-13,WI,0,0
2020-03-13,WY,0,0
2020-03-14,AL,0,0
2020-03-14,AK,0,0
2020-03-14,AZ,0,0
2020-03-14,AR,0,0
2020-03-14,CA,5,1.2727991095090135e-7
2020-03-14,CO,1,1.7824203093247853e-7
2020-03-14,CT,0,0
2020-03-14,DE,0,0
2020-03-14,FL,3,1.4352943472941543e-7
2020-03-14,GA,1,9.611829162808718e-8
2020-03-14,HI,0,0
2020-03-14,ID,0,0
2020-03-14,IL,0,0
2020-03-14,IN,0,0
2020-03-14,IA,0,0
2020-03-14,KS,1,3.435656340916056e-7
2020-03-14,KY,1,2.247669840676171e-7
2020-03-14,LA,0,0
2020-03-14,ME,0,0
2020-03-14,MD,0,0
2020-03-14,MA,0,0
2020-03-14,MI,1,1.0034856072568065e-7
2020-03-14,MN,0,0
2020-03-14,MS,0,0
2020-03-14,MO,0,0
2020-03-14,MT,0,0
2020-03-14,NE,0,0
2020-03-14,NV,0,0
2020-03-14,NH,0,0
2020-03-14,NJ,1,1.1263160016953308e-7
2020-03-14,NM,0,0
2020-03-14,NY,0,0
2020-03-14,NC,0,0
2020-03-14,ND,0,0
2020-03-14,OH,0,0
2020-03-14,OK,0,0
2020-03-14,OR,0,0
2020-03-14,PA,0,0
2020-03-14,RI,0,0
2020-03-14,SC,0,0
2020-03-14,SD,0,0
2020-03-14,TN,0,0
2020-03-14,TX,0,0
2020-03-14,UT,0,0
2020-03-14,VT,0,0
2020-03-14,VA,0,0
2020-03-14,WA,51,6.88806901358935e-6
2020-03-14,WV,0,0
2020-03-14,WI,0,0
2020-03-14,WY,0,0
2020-03-15,AL,0,0
2020-03-15,AK,0,0
2020-03-15,AZ,0,0
2020-03-15,AR,0,0
2020-03-15,CA,5,1.2727991095090135e-7
2020-03-15,CO,1,1.7824203093247853e-7
2020-03-15,CT,0,0
2020-03-15,DE,0,0
2020-03-15,FL,4,1.913725796392206e-7
2020-03-15,GA,1,9.611829162808718e-8
2020-03-15,HI,0,0
2020-03-15,ID,0,0
2020-03-15,IL,0,0
2020-03-15,IN,0,0
2020-03-15,IA,0,0
2020-03-15,KS,1,3.435656340916056e-7
2020-03-15,KY,1,2.247669840676171e-7
2020-03-15,LA,2,4.2878318621067575e-7
2020-03-15,ME,0,0
2020-03-15,MD,0,0
2020-03-15,MA,0,0
2020-03-15,MI,1,1.0034856072568065e-7
2020-03-15,MN,0,0
2020-03-15,MS,0,0
2020-03-15,MO,0,0
2020-03-15,MT,0,0
2020-03-15,NE,0,0
2020-03-15,NV,1,3.3643051263262933e-7
2020-03-15,NH,0,0
2020-03-15,NJ,2,2.2526320033906616e-7
2020-03-15,NM,0,0
2020-03-15,NY,3,1.5327769795699732e-7
2020-03-15,NC,0,0
2020-03-15,ND,0,0
2020-03-15,OH,0,0
2020-03-15,OK,0,0
2020-03-15,OR,0,0
2020-03-15,PA,0,0
2020-03-15,RI,0,0
2020-03-15,SC,0,0
2020-03-15,SD,0,0
2020-03-15,TN,0,0
2020-03-15,TX,0,0
2020-03-15,UT,0,0
2020-03-15,VT,0,0
2020-03-15,VA,1,1.1828072344748567e-7
2020-03-15,WA,57,7.698430074011626e-6
2020-03-15,WV,0,0
2020-03-15,WI,0,0
2020-03-15,WY,0,0
2020-03-16,AL,0,0
2020-03-16,AK,0,0
2020-03-16,AZ,0,0
2020-03-16,AR,0,0
2020-03-16,CA,6,1.527358931410816e-7
2020-03-16,CO,1,1.7824203093247853e-7
2020-03-16,CT,0,0
2020-03-16,DE,0,0
2020-03-16,FL,4,1.913725796392206e-7
2020-03-16,GA,1,9.611829162808718e-8
2020-03-16,HI,0,0
2020-03-16,ID,0,0
2020-03-16,IL,0,0
2020-03-16,IN,1,1.5002168563465848e-7
2020-03-16,IA,0,0
2020-03-16,KS,1,3.435656340916056e-7
2020-03-16,KY,1,2.247669840676171e-7
2020-03-16,LA,2,4.2878318621067575e-7
2020-03-16,ME,0,0
2020-03-16,MD,2,3.322895012467502e-7
2020-03-16,MA,0,0
2020-03-16,MI,2,2.006971214513613e-7
2020-03-16,MN,0,0
2020-03-16,MS,0,0
2020-03-16,MO,0,0
2020-03-16,MT,0,0
2020-03-16,NE,0,0
2020-03-16,NV,1,3.3643051263262933e-7
2020-03-16,NH,0,0
2020-03-16,NJ,2,2.2526320033906616e-7
2020-03-16,NM,0,0
2020-03-16,NY,7,3.576479618996604e-7
2020-03-16,NC,0,0
2020-03-16,ND,0,0
2020-03-16,OH,0,0
2020-03-16,OK,0,0
2020-03-16,OR,0,0
2020-03-16,PA,0,0
2020-03-16,RI,0,0
2020-03-16,SC,1,1.9917120876608258e-7
2020-03-16,SD,0,0
2020-03-16,TN,0,0
2020-03-16,TX,0,0
2020-03-16,UT,0,0
2020-03-16,VT,0,0
2020-03-16,VA,1,1.1828072344748567e-7
2020-03-16,WA,69,9.31915219485618e-6
2020-03-16,WV,0,0
2020-03-16,WI,0,0
2020-03-16,WY,0,0
2020-03-17,AL,0,0
2020-03-17,AK,0,0
2020-03-17,AZ,0,0
2020-03-17,AR,0,0
2020-03-17,CA,11,2.80015804091983e-7
2020-03-17,CO,2,3.5648406186495705e-7
2020-03-17,CT,0,0
2020-03-17,DE,0,0
2020-03-17,FL,6,2.8705886945883087e-7
2020-03-17,GA,1,9.611829162808718e-8
2020-03-17,HI,0,0
2020-03-17,ID,0,0
2020-03-17,IL,1,7.830466638649258e-8
2020-03-17,IN,2,3.0004337126931696e-7
2020-03-17,IA,0,0
2020-03-17,KS,1,3.435656340916056e-7
2020-03-17,KY,1,2.247669840676171e-7
2020-03-17,LA,4,8.575663724213515e-7
2020-03-17,ME,0,0
2020-03-17,MD,2,3.322895012467502e-7
2020-03-17,MA,0,0
2020-03-17,MI,2,2.006971214513613e-7
2020-03-17,MN,0,0
2020-03-17,MS,0,0
2020-03-17,MO,0,0
2020-03-17,MT,0,0
2020-03-17,NE,0,0
2020-03-17,NV,1,3.3643051263262933e-7
2020-03-17,NH,0,0
2020-03-17,NJ,4,4.505264006781323e-7
2020-03-17,NM,0,0
2020-03-17,NY,7,3.576479618996604e-7
2020-03-17,NC,0,0
2020-03-17,ND,0,0
2020-03-17,OH,0,0
2020-03-17,OK,0,0
2020-03-17,OR,0,0
2020-03-17,PA,0,0
2020-03-17,RI,0,0
2020-03-17,SC,1,1.9917120876608258e-7
2020-03-17,SD,0,0
2020-03-17,TN,0,0
2020-03-17,TX,1,3.5384632369238924e-8
2020-03-17,UT,0,0
2020-03-17,VT,0,0
2020-03-17,VA,1,1.1828072344748567e-7
2020-03-17,WA,78,1.0534693785489593e-5
2020-03-17,WV,0,0
2020-03-17,WI,0,0
2020-03-17,WY,0,0
2020-03-18,AL,0,0
2020-03-18,AK,0,0
2020-03-18,AZ,0,0
2020-03-18,AR,0,0
2020-03-18,CA,13,3.309277684723435e-7
2020-03-18,CO,2,3.5648406186495705e-7
2020-03-18,CT,0,0
2020-03-18,DE,0,0
2020-03-18,FL,7,3.34902014368636e-7
2020-03-18,GA,1,9.611829162808718e-8
2020-03-18,HI,0,0
2020-03-18,ID,0,0
2020-03-18,IL,1,7.830466638649258e-8
2020-03-18,IN,2,3.0004337126931696e-7
2020-03-18,IA,0,0
2020-03-18,KS,1,3.435656340916056e-7
2020-03-18,KY,1,2.247669840676171e-7
2020-03-18,LA,6,1.2863495586320273e-6
2020-03-18,ME,0,0
2020-03-18,MD,2,3.322895012467502e-7
2020-03-18,MA,2,2.9194723404081395e-7
2020-03-18,MI,5,5.017428036284033e-7
2020-03-18,MN,0,0
2020-03-18,MS,0,0
2020-03-18,MO,0,0
2020-03-18,MT,0,0
2020-03-18,NE,0,0
2020-03-18,NV,2,6.728610252652587e-7
2020-03-18,NH,0,0
2020-03-18,NJ,7,7.884212011867316e-7
2020-03-18,NM,0,0
2020-03-18,NY,12,6.131107918279893e-7
2020-03-18,NC,0,0
2020-03-18,ND,0,0
2020-03-18,OH,0,0
2020-03-18,OK,0,0
2020-03-18,OR,0,0
2020-03-18,PA,1,7.817673100872218e-8
2020-03-18,RI,0,0
2020-03-18,SC,1,1.9917120876608258e-7
2020-03-18,SD,1,1.1485829931613368e-6
2020-03-18,TN,0,0
2020-03-18,TX,2,7.076926473847785e-8
2020-03-18,UT,0,0
2020-03-18,VT,0,0
